,District Number,Zip Codes,District,Region,County,School Type,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score
8648,21902,,BRYAN ISD,REGION 06: HUNTSVILLE,BRAZOS,Middle School,No,No,"1,021",90.70%,43.60%,C,78,Not Rated: Senate Bill 1365,67,C,79,C,72,C,79,C,75
8649,21902,,BRYAN ISD,REGION 06: HUNTSVILLE,BRAZOS,Middle School,No,No,"1,184",75.90%,24.70%,C,79,C,75,B,83,Not Rated: Senate Bill 1365,63,B,83,Not Rated: Senate Bill 1365,68
8650,21902,,BRYAN ISD,REGION 06: HUNTSVILLE,BRAZOS,Middle School,No,No,"1,092",86.80%,35.40%,C,75,Not Rated: Senate Bill 1365,67,C,77,Not Rated: Senate Bill 1365,66,C,77,C,71
8651,22901,,ALPINE ISD,REGION 18: MIDLAND,BREWSTER,Middle School,No,No,278,62.90%,7.60%,B,87,B,82,B,87,B,84,B,87,B,86
8652,24901,,BROOKS COUNTY ISD,REGION 01: EDINBURG,BROOKS,Middle School,No,No,312,91.00%,1.60%,B,83,Not Rated: Senate Bill 1365,58,B,85,B,85,Not Rated: Senate Bill 1365,66,C,78
8653,25901,,BANGS ISD,REGION 15: SAN ANGELO,BROWN,Middle School,No,No,207,70.50%,1.90%,B,83,C,78,B,86,C,77,B,86,C,75
8654,25902,,BROWNWOOD ISD,REGION 15: SAN ANGELO,BROWN,Middle School,No,No,506,62.60%,2.60%,B,80,C,75,B,83,B,83,C,79,C,73
8655,25909,,EARLY ISD,REGION 15: SAN ANGELO,BROWN,Middle School,No,No,285,39.30%,1.10%,A,94,A,92,A,91,A,91,A,91,A,100
8656,26901,,CALDWELL ISD,REGION 06: HUNTSVILLE,BURLESON,Middle School,No,No,282,55.30%,14.50%,A,90,B,84,A,92,A,92,B,87,B,85
8657,26902,,SOMERVILLE ISD,REGION 06: HUNTSVILLE,BURLESON,Middle School,No,No,118,72.00%,9.30%,C,76,C,72,C,77,C,77,C,77,C,74
8658,27903,,BURNET CISD,REGION 13: AUSTIN,BURNET,Middle School,No,No,750,51.30%,9.60%,C,70,C,70,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,59,C,71
8659,27904,,MARBLE FALLS ISD,REGION 13: AUSTIN,BURNET,Middle School,No,No,906,67.00%,23.00%,C,74,C,72,C,75,Not Rated: Senate Bill 1365,66,C,75,C,73
8660,28902,,LOCKHART ISD,REGION 13: AUSTIN,CALDWELL,Middle School,No,No,"1,385",75.80%,34.70%,C,74,Not Rated: Senate Bill 1365,69,C,75,C,74,C,75,C,73
8661,28903,,LULING ISD,REGION 20: SAN ANTONIO,CALDWELL,Middle School,No,No,310,75.50%,14.80%,C,75,Not Rated: Senate Bill 1365,67,C,77,C,77,C,72,C,70
8662,29901,,CALHOUN COUNTY ISD,REGION 03: VICTORIA,CALHOUN,Middle School,No,No,690,62.80%,10.30%,Not Rated: Senate Bill 1365,61,C,70,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,39
8663,30902,,CLYDE CISD,REGION 14: ABILENE,CALLAHAN,Middle School,No,No,359,43.20%,0.60%,B,87,B,80,B,89,B,89,C,75,B,83
8664,30906,,EULA ISD,REGION 14: ABILENE,CALLAHAN,Middle School,No,No,102,41.20%,0.00%,A,92,B,87,A,91,A,91,B,84,A,93
8665,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,"1,059",98.20%,50.80%,B,85,Not Rated: Senate Bill 1365,69,B,88,B,88,B,81,C,77
8666,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,819,94.70%,44.00%,B,82,C,72,B,85,B,85,B,83,C,76
8667,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,827,95.50%,37.10%,B,87,C,74,A,90,A,90,B,86,C,79
8668,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,666,96.80%,49.20%,B,87,C,70,A,91,A,91,B,81,C,78
8669,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,639,79.30%,23.60%,B,86,C,78,B,88,B,86,B,88,B,81
8670,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,585,96.60%,47.20%,B,85,C,71,B,89,B,89,B,82,C,77
8671,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,745,96.10%,43.40%,B,87,C,75,A,90,A,90,B,87,B,81
8672,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,948,86.80%,34.50%,B,85,C,74,B,86,B,86,B,85,B,83
8673,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,"1,114",59.90%,22.00%,B,88,B,82,B,88,B,88,B,86,B,87
8674,31901,,BROWNSVILLE ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,903,82.30%,22.00%,B,88,B,80,A,90,B,84,A,90,B,82
8675,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,695,80.70%,18.60%,C,79,C,71,B,80,C,77,B,80,C,77
8676,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,791,85.70%,13.00%,B,86,C,76,B,87,B,85,B,87,B,85
8677,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,744,85.20%,24.90%,B,82,C,74,B,84,B,81,B,84,C,77
8678,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,834,69.20%,14.50%,B,84,C,75,B,85,B,85,B,81,B,82
8679,31903,,HARLINGEN CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,763,67.90%,18.90%,B,86,C,79,B,86,B,86,B,86,B,87
8680,31905,,LA FERIA ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,465,86.20%,15.50%,B,81,C,70,B,83,B,83,B,80,C,75
8681,31905,,LA FERIA ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,408,77.70%,18.90%,B,87,C,74,B,88,B,88,B,82,B,85
8682,31906,,LOS FRESNOS CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,847,79.70%,18.90%,B,89,B,81,A,90,B,83,A,90,B,85
8683,31906,,LOS FRESNOS CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,734,89.10%,27.50%,B,86,C,78,A,90,C,77,A,90,C,78
8684,31906,,LOS FRESNOS CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,862,74.90%,17.60%,B,86,B,82,A,90,B,81,A,90,C,76
8685,31909,,POINT ISABEL ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,445,90.10%,47.00%,B,81,C,70,B,84,B,84,B,81,C,75
8686,31911,,RIO HONDO ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,480,94.40%,11.90%,B,83,Not Rated: Senate Bill 1365,67,B,86,B,86,C,79,C,76
8687,31912,,SAN BENITO CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,813,85.60%,18.70%,B,84,C,73,B,86,B,86,B,83,C,78
8688,31912,,SAN BENITO CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,699,91.70%,27.50%,C,78,Not Rated: Senate Bill 1365,65,B,80,B,80,C,77,C,74
8689,31912,,SAN BENITO CISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,571,92.50%,35.20%,B,82,C,71,B,85,B,85,B,82,C,76
8690,31913,,SANTA MARIA ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,122,99.20%,37.70%,C,71,Not Rated: Senate Bill 1365,52,C,72,C,72,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,68
8691,31914,,SANTA ROSA ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,202,90.10%,26.70%,C,79,Not Rated: Senate Bill 1365,67,B,80,B,80,C,79,C,76
8692,31916,,SOUTH TEXAS ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,614,42.70%,16.60%,A,97,A,95,A,95,A,95,A,94,A,100
8693,31916,,SOUTH TEXAS ISD,REGION 01: EDINBURG,CAMERON,Middle School,No,No,535,53.10%,12.00%,A,95,A,93,A,94,A,94,A,93,A,98
8694,32902,,PITTSBURG ISD,REGION 08: MT PLEASANT,CAMP,Middle School,No,No,381,79.00%,14.40%,A,94,B,86,A,91,A,91,A,91,A,100
8695,32902,,PITTSBURG ISD,REGION 08: MT PLEASANT,CAMP,Middle School,No,No,334,80.80%,20.70%,A,94,A,92,A,94,B,84,A,94,A,95
8696,33902,,PANHANDLE ISD,REGION 16: AMARILLO,CARSON,Middle School,No,No,167,29.90%,1.80%,A,90,A,91,B,86,B,81,B,86,B,87
8697,34901,,ATLANTA ISD,REGION 08: MT PLEASANT,CASS,Middle School,No,No,377,68.70%,0.50%,B,80,C,75,B,82,Not Rated: Senate Bill 1365,59,B,82,C,74
8698,34903,,HUGHES SPRINGS ISD,REGION 08: MT PLEASANT,CASS,Middle School,No,No,272,50.00%,4.40%,B,81,B,83,B,83,B,83,B,82,C,77
8699,34905,,LINDEN-KILDARE CISD,REGION 08: MT PLEASANT,CASS,Middle School,No,No,140,65.00%,9.30%,B,83,C,79,B,85,C,77,B,85,C,77
8700,34906,,MCLEOD ISD,REGION 08: MT PLEASANT,CASS,Middle School,No,No,133,57.10%,0.00%,B,81,B,80,B,83,Not Rated: Senate Bill 1365,60,B,83,C,76
8701,34907,,QUEEN CITY ISD,REGION 08: MT PLEASANT,CASS,Middle School,No,No,270,59.60%,0.40%,C,79,C,77,B,80,B,80,B,80,C,76
8702,35901,,DIMMITT ISD,REGION 16: AMARILLO,CASTRO,Middle School,No,No,264,87.50%,27.30%,C,77,Not Rated: Senate Bill 1365,64,C,79,C,79,C,72,C,72
8703,36901,,ANAHUAC ISD,REGION 04: HOUSTON,CHAMBERS,Middle School,No,No,326,56.40%,6.70%,B,82,B,81,B,83,B,81,B,83,C,79
8704,36902,,BARBERS HILL ISD,REGION 04: HOUSTON,CHAMBERS,Middle School,No,No,732,23.80%,2.60%,A,90,A,92,B,83,B,83,B,83,B,84
8705,36902,,BARBERS HILL ISD,REGION 04: HOUSTON,CHAMBERS,Middle School,No,No,844,26.70%,4.90%,A,94,A,92,B,87,B,86,B,87,A,98
8706,36903,,EAST CHAMBERS ISD,REGION 05: BEAUMONT,CHAMBERS,Middle School,No,No,338,65.40%,26.90%,B,81,C,77,B,83,Not Rated: Senate Bill 1365,59,B,83,C,77
8707,37901,,ALTO ISD,REGION 07: KILGORE,CHEROKEE,Middle School,No,No,166,77.70%,24.10%,B,87,B,80,A,90,B,85,A,90,B,80
8708,37904,,JACKSONVILLE ISD,REGION 07: KILGORE,CHEROKEE,Middle School,No,No,715,82.80%,33.40%,C,76,Not Rated: Senate Bill 1365,69,C,77,C,72,C,77,C,75
8709,37904,,JACKSONVILLE ISD,REGION 07: KILGORE,CHEROKEE,Middle School,No,No,662,83.70%,44.10%,C,77,C,70,C,79,Not Rated: Senate Bill 1365,63,C,79,C,73
8710,37907,,RUSK ISD,REGION 07: KILGORE,CHEROKEE,Middle School,No,No,481,69.40%,8.50%,B,83,C,79,B,86,B,81,B,86,C,75
8711,38901,,CHILDRESS ISD,REGION 16: AMARILLO,CHILDRESS,Middle School,No,No,269,48.30%,4.10%,C,78,C,79,C,77,C,72,C,77,C,75
8712,39902,,HENRIETTA ISD,REGION 09: WICHITA FALLS,CLAY,Middle School,No,No,220,30.90%,0.50%,B,81,B,83,C,72,C,72,Not Rated: Senate Bill 1365,66,C,75
8713,41902,,ROBERT LEE ISD,REGION 15: SAN ANGELO,COKE,Middle School,No,No,2,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
8714,41902,,ROBERT LEE ISD,REGION 15: SAN ANGELO,COKE,Middle School,No,No,1,100.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
8715,42901,,COLEMAN ISD,REGION 15: SAN ANGELO,COLEMAN,Middle School,No,No,241,57.70%,3.70%,C,78,C,76,B,80,B,80,C,79,C,74
8716,43901,,ALLEN ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,847,26.90%,9.70%,A,93,A,91,A,91,A,91,B,83,A,97
8717,43901,,ALLEN ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,"1,343",17.30%,6.40%,A,91,A,93,A,91,A,91,B,85,B,85
8718,43901,,ALLEN ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,"1,256",14.80%,7.20%,A,95,A,94,A,94,A,94,B,87,A,96
8719,43902,,ANNA ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,"1,028",50.00%,13.80%,C,75,C,75,C,70,C,70,C,70,C,75
8720,43903,,CELINA ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,767,12.30%,6.60%,A,93,A,91,A,91,A,91,C,70,A,99
8721,43904,,FARMERSVILLE ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,476,54.20%,15.30%,B,83,B,84,B,86,B,81,B,86,C,75
8722,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,580,39.80%,20.90%,B,86,B,82,B,86,B,86,C,75,B,87
8723,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,887,23.10%,10.30%,B,88,A,90,B,86,B,86,C,75,B,84
8724,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,"1,091",5.10%,3.20%,A,97,A,95,A,92,A,92,B,85,A,100
8725,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,799,15.00%,7.00%,A,95,A,93,A,92,A,92,B,83,A,100
8726,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,786,4.50%,2.80%,A,91,A,92,B,83,B,83,Not Rated: Senate Bill 1365,66,A,90
8727,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,929,15.60%,2.80%,A,94,A,93,A,91,A,91,B,84,A,96
8728,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,963,10.10%,5.60%,A,97,A,96,A,95,A,95,A,91,A,100
8729,43905,,FRISCO ISD,REGION 10: RICHARDSON,COLLIN,Middle School,No,No,952,14.50%,4.60%,A,93,A,91,A,90,A,90,C,72,A,98
